Running.Test.Number,Test.Number.in.Iteration,Cost.Centric.Buffer,Cost.Centric.PDI,Conductance.Centric.Buffer,Conductance.Centric.PDI,DEM.error,Stochasticticity.error.for.time,Conductance.Value.Great.House,Conductance.Value.Great.Kiva,Conductance.Value.Earthen.Mound,Conductance.Value.Herradura
207,7,0.725308691,1390591.558,9.216927485,13002949.8,0.394597042,0.053303125,0.003575816,0.002860653,0.002288522,0.001830818
208,8,0.725308691,1390591.558,9.216931648,12286494.66,0.394597042,0.050854445,0.003897508,0.003118007,0.002494405,0.001995524
209,9,0.725308691,1390591.558,5.350095066,60834998.51,0.394597042,0.029294491,0.000777516,0.000622012,0.00049761,0.000398088
210,10,0.725308691,1390591.558,9.216927485,13002949.8,0.394597042,0.014954885,0.003445562,0.002756449,0.002205159,0.001764128
211,11,0.725308691,1390591.558,9.216927883,12934945.98,0.394597042,0.065867803,0.001912462,0.00152997,0.001223976,0.000979181
212,12,0.725308691,1390591.558,9.216927963,12920802.94,0.394597042,0.083241008,0.003694959,0.002955967,0.002364774,0.001891819
213,13,0.725308691,1390591.558,9.216927485,13002949.8,0.394597042,0.070016856,0.003474098,0.002779279,0.002223423,0.001778738
214,14,0.725132239,1205647.099,9.2146855,12823673.96,0.394597042,0.006555319,0.002488139,0.001990511,0.001592409,0.001273927
215,15,0.725132239,1205647.099,5.348793438,60954256.09,0.394597042,0.041874889,0.000667902,0.000534322,0.000427458,0.000341966
216,16,0.724955713,1363798.971,9.167342834,12350389.54,0.394597042,0.050071214,0.00384774,0.003078192,0.002462553,0.001970043
217,17,0.724955713,1363798.971,9.167338678,13070198.94,0.394597042,0.078699528,0.002969789,0.002375831,0.001900665,0.001520532
218,18,0.724955713,1363798.971,3.503081339,10551483.64,0.394597042,0.019840025,0.002204885,0.001763908,0.001411126,0.001128901
219,19,0.724955713,1363798.971,3.503080739,10823656.34,0.394597042,0.035090536,0.001741619,0.001393295,0.001114636,0.000891709
220,20,0.724955713,1363798.971,3.503081339,10551483.64,0.394597042,0.071638109,0.002028012,0.00162241,0.001297928,0.001038342
221,21,0.72486759,1209891.509,3.502655696,10403244.45,0.394597042,0.017234838,0.002169833,0.001735866,0.001388693,0.001110954
222,22,0.72486759,1209891.509,9.166224799,12921959.74,0.394597042,0.057039815,0.002761135,0.002208908,0.001767127,0.001413701
223,23,0.72486759,1209891.509,3.502655696,10403244.45,0.394597042,0.04585885,0.002256489,0.001805191,0.001444153,0.001155322
224,24,0.72486759,1209891.509,3.502655696,10403244.45,0.394597042,0.032441855,0.002307376,0.001845901,0.001476721,0.001181376
225,25,0.72486759,1209891.509,3.502655696,10403244.45,0.394597042,0.09752349,0.002129707,0.001703765,0.001363012,0.00109041
226,1,3.561223175,79331483.16,18.75160259,19220634.46,0.036105166,0.04280082,0.00339087,0.002712696,0.002170157,0.001736126
227,2,3.561223175,79331483.16,23.44544902,22786706.05,0.036105166,0.067752433,0.003827459,0.003061967,0.002449574,0.001959659
228,3,3.561223175,79331483.16,23.52293382,22759058.76,0.036105166,0.002046302,0.004091495,0.003273196,0.002618556,0.002094845
229,4,3.561223175,79331483.16,21.69452297,15643238.38,0.036105166,0.082167089,0.002920054,0.002336043,0.001868835,0.001495068
230,5,3.561223175,79331483.16,18.75160259,19220634.46,0.036105166,0.014395819,0.003423753,0.002739002,0.002191202,0.001752962
231,6,3.557759139,79681042.6,19.19366714,23456295.22,0.036105166,0.0145269,0.003239338,0.00259147,0.002073176,0.001658541
232,7,3.557759139,79681042.6,19.06228227,12599123.58,0.036105166,0.038457304,0.002319681,0.001855745,0.001484596,0.001187677
233,8,3.557759139,79681042.6,19.19366714,23456295.22,0.036105166,0.015158649,0.003486705,0.002789364,0.002231491,0.001785193
234,9,3.554317588,79717956.09,18.6963628,12668186.62,0.036105166,0.070652497,0.002830405,0.002264324,0.001811459,0.001449167
235,10,3.554317588,79717956.09,18.6963628,12668186.62,0.036105166,0.020507353,0.002724869,0.002179895,0.001743916,0.001395133
236,11,3.554317588,79717956.09,18.31240336,12618293.75,0.036105166,0.048525623,0.001689279,0.001351423,0.001081138,0.000864911
237,12,3.554317588,79717956.09,18.6963628,12668186.62,0.036105166,0.026065704,0.002879106,0.002303284,0.001842628,0.001474102
238,13,2.974930005,42152579.76,11.68676077,124451.2639,0.036105166,0.048387373,0.00212596,0.001700768,0.001360614,0.001088492
239,14,2.971953918,40463142.6,26.59063255,215013.8684,0.036105166,0.046395649,0.004010881,0.003208705,0.002566964,0.002053571
240,15,2.971953918,40463142.6,19.51431855,4104869.617,0.036105166,0.022484735,0.003200377,0.002560301,0.002048241,0.001638593
241,16,2.971953918,40463142.6,16.77044163,1448155.582,0.036105166,0.016975261,0.002267092,0.001813674,0.001450939,0.001160751
242,17,2.971953918,40463142.6,17.15191003,2710523.37,0.036105166,0.025874552,0.002883085,0.002306468,0.001845175,0.00147614
243,18,2.971953918,40463142.6,19.51431478,4414065.278,0.036105166,0.036670995,0.003358854,0.002687083,0.002149666,0.001719733
244,19,2.971953918,40463142.6,16.77044163,1448155.582,0.036105166,0.080400497,0.002213496,0.001770797,0.001416637,0.00113331
245,20,2.971953918,40463142.6,19.51431478,4414065.278,0.036105166,0.014623163,0.003319765,0.002655812,0.002124649,0.00169972
246,21,2.971953918,40463142.6,16.77044163,1448155.582,0.036105166,0.049539468,0.002271704,0.001817363,0.001453891,0.001163113
247,22,2.971953918,40463142.6,16.77044163,1448155.582,0.036105166,0.057942344,0.002422149,0.001937719,0.001550176,0.00124014
248,23,2.971953918,40463142.6,16.77044163,1448155.582,0.036105166,0.04435144,0.002186594,0.001749275,0.00139942,0.001119536
249,24,2.971953918,40463142.6,17.1519096,2749943.702,0.036105166,0.047680872,0.003053972,0.002443177,0.001954542,0.001563634
250,25,2.971953918,40463142.6,26.59063261,219130.2123,0.036105166,0.012241089,0.004531266,0.003625013,0.00290001,0.002320008
251,1,11.07016545,122947051.3,16.70096853,42491427.79,1.802107794,0.062660036,0.003298794,0.002639035,0.002111228,0.001688983
252,2,11.07016545,122947051.3,16.79322734,32105625.53,1.802107794,0.037332448,0.004473021,0.003578417,0.002862734,0.002290187
253,3,11.07016545,122947051.3,16.71462128,33043026.05,1.802107794,0.045354103,0.003922963,0.00313837,0.002510696,0.002008557
254,4,11.07016545,122947051.3,16.69776082,42568389.47,1.802107794,0.022156829,0.002782424,0.00222594,0.001780752,0.001424601
255,5,11.07016545,122947051.3,16.74297193,57929543.2,1.802107794,0.081788573,0.001863935,0.001491148,0.001192918,0.000954335
256,6,11.07016545,122947051.3,16.70096853,42491427.79,1.802107794,0.029441536,0.003396276,0.002717021,0.002173616,0.001738893
257,7,11.07016545,122947051.3,16.69776082,42568389.47,1.802107794,0.1036536,0.003031672,0.002425338,0.00194027,0.001552216
258,8,11.07016545,122947051.3,32.55460746,21092721.57,1.802107794,0.003998576,0.006255681,0.005004545,0.004003636,0.003202908
259,9,11.07016545,122947051.3,16.74297193,57929543.2,1.802107794,0.01693315,0.001992526,0.001594021,0.001275217,0.001020173
260,10,11.07016545,122947051.3,16.71462128,33043026.05,1.802107794,0.046232209,0.003867731,0.003094184,0.002475348,0.001980278
261,11,11.07016545,122947051.3,16.69776082,42568389.47,1.802107794,0.050715205,0.003000033,0.002400026,0.001920021,0.001536017
262,12,11.07016545,122947051.3,16.74297193,57929543.2,1.802107794,0.027949928,0.001764091,0.001411273,0.001129018,0.000903215
263,13,11.07016545,122947051.3,16.71462128,33043026.05,1.802107794,0.045787175,0.003622882,0.002898306,0.002318645,0.001854916
264,14,11.07016545,122947051.3,16.74297193,57929543.2,1.802107794,0.058670643,0.00188931,0.001511448,0.001209159,0.000967327
265,15,11.07016545,122947051.3,16.71462128,33043026.05,1.802107794,0.030604456,0.003850876,0.003080701,0.00246456,0.001971648
266,16,11.07016545,122947051.3,16.70096853,42491427.79,1.802107794,0.019291468,0.003156963,0.00252557,0.002020456,0.001616365
267,17,11.07016545,122947051.3,16.74297193,57929543.2,1.802107794,0.059591979,0.002076581,0.001661265,0.001329012,0.001063209
268,18,11.07016545,122947567.2,16.69776082,42568389.47,1.802107794,0.028888027,0.002944718,0.002355774,0.001884619,0.001507695
269,19,11.07016545,122947567.2,16.69776082,42568389.47,1.802107794,0.094828761,0.002744457,0.002195565,0.001756452,0.001405162
270,20,11.07016545,122947567.2,16.69776082,42568389.47,1.802107794,0.008431326,0.00283759,0.002270072,0.001816058,0.001452846
271,21,11.07016545,122947567.2,16.74297193,57929543.2,1.802107794,0.085288747,0.002061493,0.001649195,0.001319356,0.001055485
272,22,11.07016545,122947567.2,16.70096853,42491427.79,1.802107794,0.044784826,0.003283557,0.002626846,0.002101477,0.001681181
273,23,11.07016545,122947567.2,16.69776082,42568389.47,1.802107794,0.063951434,0.003025606,0.002420485,0.001936388,0.00154911
274,24,11.07016545,122947567.2,16.71462128,33043026.05,1.802107794,0.069070261,0.003688387,0.00295071,0.002360568,0.001888454
275,25,11.07016545,122947567.2,16.69776082,42568389.47,1.802107794,0.07856323,0.00295316,0.002362528,0.001890022,0.001512018
276,1,2.043591044,19985841.18,23.19656235,46250493.42,1.067416117,0.077427269,0.002714008,0.002171207,0.001736965,0.001389572
277,2,2.043591044,19985841.18,23.19285322,45507511.36,1.067416117,0.032429323,0.003770729,0.003016583,0.002413267,0.001930613
278,3,2.043591044,19985841.18,23.19656235,46250493.42,1.067416117,0.081440174,0.002282179,0.001825743,0.001460595,0.001168476
279,4,2.043591044,19985841.18,23.19285317,45503895.56,1.067416117,0.034041684,0.004479504,0.003583604,0.002866883,0.002293506
280,5,2.043591044,19985841.18,23.19656235,46250493.42,1.067416117,0.052885712,0.002140751,0.0017126,0.00137008,0.001096064
281,6,2.043591044,19985841.18,23.19656235,46250493.42,1.067416117,0.056609678,0.003060249,0.002448199,0.00195856,0.001566848
282,7,2.043591044,19985841.18,23.19285322,45507511.36,1.067416117,0.078169322,0.003627709,0.002902167,0.002321733,0.001857387
283,8,2.043591044,19985841.18,23.19656235,46250493.42,1.067416117,0.038022104,0.001780706,0.001424565,0.001139652,0.000911722
284,9,2.043591044,19985841.18,23.19285322,45507511.36,1.067416117,0.049227643,0.004030835,0.003224668,0.002579735,0.002063788
285,10,2.043591044,19985841.18,23.19285317,45503895.56,1.067416117,0.01956355,0.004493023,0.003594419,0.002875535,0.002300428
286,11,2.043591044,19985841.18,23.19656235,46250493.42,1.067416117,0.044497083,0.002579169,0.002063335,0.001650668,0.001320535
287,12,2.04260556,20397030.8,20.41208851,47195851.87,1.067416117,0.075547515,0.001644264,0.001315411,0.001052329,0.000841863
288,13,2.041784935,20338005.45,25.81212685,44025157.79,1.067416117,0.03266476,0.003971929,0.003177543,0.002542035,0.002033628
289,14,2.041784935,20338005.45,25.81212685,44025157.79,1.067416117,0.030739392,0.001416689,0.001133351,0.000906681,0.000725345
290,15,2.041784935,20338005.45,20.40794401,47257256.17,1.067416117,0.033540364,0.001176214,0.000940971,0.000752777,0.000602222
291,16,2.041784935,20338005.45,25.81212685,44025157.79,1.067416117,0.033240993,0.00540395,0.00432316,0.003458528,0.002766822
292,17,2.041784935,20338005.45,25.81212685,44025157.79,1.067416117,0.062431913,0.002825728,0.002260583,0.001808466,0.001446773
293,18,2.041784935,20338005.45,25.81212685,44025157.79,1.067416117,0.003926927,0.002146844,0.001717476,0.00137398,0.001099184
294,19,2.041784935,20338005.45,25.81212685,44025157.79,1.067416117,0.103067423,0.005022041,0.004017633,0.003214106,0.002571285
295,20,2.041784935,20338005.45,25.81212685,44025157.79,1.067416117,0.042628019,0.0031192,0.00249536,0.001996288,0.00159703
296,21,2.041784935,20338005.45,25.81212685,44025157.79,1.067416117,0.029736201,0.002613588,0.00209087,0.001672696,0.001338157
297,22,2.040803202,20332087.71,26.13557339,44103146.99,1.067416117,0.060133806,0.000983101,0.000786481,0.000629185,0.000503348
298,23,2.040803202,20332087.71,26.13975084,43516871.52,1.067416117,0.02755659,0.004568625,0.0036549,0.00292392,0.002339136
299,24,2.040803202,20332087.71,26.13975084,43516871.52,1.067416117,0.049616511,0.003976113,0.003180891,0.002544712,0.00203577
300,25,2.040803202,20332087.71,26.13975084,43516871.52,1.067416117,0.114444777,0.003573929,0.002859143,0.002287315,0.001829852
301,1,0.354678517,48991280.23,14.23661345,49312605.5,1.077726694,0.072363169,0.003063635,0.002450908,0.001960726,0.001568581
302,2,0.354678517,48991280.23,9.491797792,66641145.28,1.077726694,0.084689131,0.001745747,0.001396597,0.001117278,0.000893822
303,3,0.354678517,48991280.23,14.23661345,49312605.5,1.077726694,0.034089076,0.003142399,0.00251392,0.002011136,0.001608909
304,4,0.354678517,48991280.23,14.23661345,49312605.5,1.077726694,0.052102022,0.002510658,0.002008526,0.001606821,0.001285457
305,5,0.354678517,48991280.23,9.491797792,66641145.28,1.077726694,0.069876219,0.001417473,0.001133978,0.000907183,0.000725746
306,6,0.354678517,48991280.23,14.23661324,49254837.66,1.077726694,0.076765325,0.003584601,0.002867681,0.002294144,0.001835316
307,7,0.354678517,48991280.23,14.23661345,49312605.5,1.077726694,0.00472321,0.002534919,0.002027936,0.001622348,0.001297879
308,8,0.354678517,48991280.23,12.50245336,32316091.86,1.077726694,0.060097087,0.005202288,0.00416183,0.003329464,0.002663571
309,9,0.354678517,48991280.23,14.23661345,49312605.5,1.077726694,0.019542993,0.003288535,0.002630828,0.002104663,0.00168373
310,10,0.354678517,48991280.23,14.23661324,49254837.66,1.077726694,0.063194125,0.004045888,0.003236711,0.002589368,0.002071495
311,11,0.354678517,48991280.23,9.491797792,66641145.28,1.077726694,0.008387624,0.001966798,0.001573439,0.001258751,0.001007001
312,12,0.354678517,48991280.23,12.50245336,32316091.86,1.077726694,0.028894239,0.005016998,0.004013598,0.003210879,0.002568703
313,13,0.354678517,48991280.23,14.23661345,49312605.5,1.077726694,0.059668901,0.003168102,0.002534481,0.002027585,0.001622068
314,14,0.354678517,48991280.23,14.23661345,49312605.5,1.077726694,0.111474259,0.002758486,0.002206789,0.001765431,0.001412345
315,15,0.354678517,48991280.23,14.23661324,49254837.66,1.077726694,0.001118823,0.0042172,0.00337376,0.002699008,0.002159206
316,16,0.354678517,48991280.23,14.23661324,49254837.66,1.077726694,0.07028777,0.004533696,0.003626957,0.002901565,0.002321252
317,17,0.354678517,48991280.23,8.684633409,74506267.44,1.077726694,0.025378828,0.001254024,0.001003219,0.000802575,0.00064206
318,18,0.354678517,48991280.23,14.23661345,49312605.5,1.077726694,0.063211372,0.003126467,0.002501174,0.002000939,0.001600751
319,19,0.354678517,48991280.23,0.354678517,48991280.23,1.077726694,0.030504343,0.001133735,0.000906988,0.00072559,0.000580472
320,20,0.354678517,48991280.23,14.23661324,49254837.66,1.077726694,0.052563583,0.003537157,0.002829725,0.00226378,0.001811024
321,21,0.354678517,48991280.23,14.23661324,49254837.66,1.077726694,0.058136477,0.004698596,0.003758877,0.003007101,0.002405681
322,22,0.354678517,48991280.23,14.23661345,49312605.5,1.077726694,0.040772887,0.002322217,0.001857774,0.001486219,0.001188975
323,23,0.354678517,48991280.23,9.491797792,66641145.28,1.077726694,0.038483854,0.001689551,0.001351641,0.001081313,0.00086505
324,24,0.354678517,48991280.23,14.23661345,49312605.5,1.077726694,0.066519781,0.003177398,0.002541919,0.002033535,0.001626828
325,25,0.354678517,48991280.23,14.23661345,49312605.5,1.077726694,0.039377266,0.002513972,0.002011178,0.001608942,0.001287154
326,1,1.060044252,11171933.36,9.000879523,5641621.279,0.382499569,0.066273795,0.003060017,0.002448014,0.001958411,0.001566729
327,2,1.060044252,11171933.36,9.001974815,5676007.159,0.382499569,0.070123405,0.003419053,0.002735242,0.002188194,0.001750555
328,3,1.060044252,11171933.36,3.617732467,55955651.52,0.382499569,0.020415262,0.000665745,0.000532596,0.000426077,0.000340861
329,4,1.060044278,11136389.34,9.000874364,6553888.347,0.382499569,0.122224868,0.001951423,0.001561138,0.00124891,0.000999128
330,5,1.05952845,11127888.82,8.996506463,4559114.385,0.382499569,0.048006018,0.002253354,0.001802684,0.001442147,0.001153717
331,6,1.05952845,11127888.82,8.99395705,5949643.148,0.382499569,0.018766681,0.003744968,0.002995975,0.00239678,0.001917424
332,7,1.05952845,11127888.82,8.993957049,5949900.869,0.382499569,0.086038354,0.00388136,0.003105088,0.00248407,0.001987256
333,8,1.05952845,11127888.82,8.99650967,3992976.179,0.382499569,0.03859651,0.0024866,0.00198928,0.001591424,0.001273139
334,9,1.05952845,11127888.82,13.99918333,9181526.286,0.382499569,0.029815843,0.004592685,0.003674148,0.002939318,0.002351455
335,10,1.05952845,11127888.82,8.99650967,3992976.179,0.382499569,0.105757384,0.002780906,0.002224725,0.00177978,0.001423824
336,11,1.05952845,11127888.82,8.99395705,5949643.148,0.382499569,0.035852967,0.003673038,0.00293843,0.002350744,0.001880595
337,12,1.05952845,11127888.82,8.996509673,3992459.736,0.382499569,0.059412203,0.003242257,0.002593806,0.002075045,0.001660036
338,13,1.058843594,10768703.87,8.988144478,5880466.832,0.382499569,0.059121382,0.00266886,0.002135088,0.001708071,0.001366456
339,14,1.057395564,7644802.927,8.971146259,3337420.382,0.382499569,0.073237412,0.003352803,0.002682243,0.002145794,0.001716635
340,15,1.057395564,7644802.927,8.971147722,3079267.603,0.382499569,0.048699138,0.00291945,0.00233556,0.001868448,0.001494758
341,16,1.057395564,7644802.927,14.15681042,9515847.472,0.382499569,0.002590618,0.00401834,0.003214672,0.002571737,0.00205739
342,17,1.057395564,7644802.927,8.971146259,3337420.382,0.382499569,0.050482159,0.00372035,0.00297628,0.002381024,0.001904819
343,18,1.057395564,7644802.927,8.971146259,3337420.382,0.382499569,0.011395869,0.0034517,0.00276136,0.002209088,0.00176727
344,19,1.057395564,7644802.927,8.971146259,3337420.382,0.382499569,0.078968906,0.003236731,0.002589384,0.002071508,0.001657206
345,20,1.057395564,7644802.927,8.971146259,3337420.382,0.382499569,0.020226355,0.003360238,0.002688191,0.002150552,0.001720442
346,21,1.057395564,7644802.927,14.15681378,9139195.755,0.382499569,0.060064658,0.004804579,0.003843663,0.003074931,0.002459944
347,22,1.057395564,7644802.927,8.971147722,3079267.603,0.382499569,0.069054276,0.002637802,0.002110241,0.001688193,0.001350554
348,23,1.057395564,7644802.927,8.971146259,3337420.382,0.382499569,0.056786348,0.003471118,0.002776895,0.002221516,0.001777213
349,24,1.057395564,7644802.927,4.570649778,66881815.86,0.382499569,0.034253251,0.002356204,0.001884963,0.00150797,0.001206376
350,25,1.057395564,7644802.927,8.971147722,3079267.603,0.382499569,0.061632139,0.00246338,0.001970704,0.001576563,0.00126125
351,1,3.204404875,56067207.36,11.60904085,17987164.92,0.14059238,0.066141468,0.001730237,0.001384189,0.001107352,0.000885881
352,2,3.204404875,56067207.36,11.70615077,17985513.77,0.14059238,0.051243603,0.002364774,0.001891819,0.001513455,0.001210764
353,3,3.204404875,56067207.36,11.70615078,17984479.47,0.14059238,0.060374432,0.002619267,0.002095414,0.001676331,0.001341065
354,4,3.204404875,56067207.36,11.70615077,17985771.69,0.14059238,0.085801708,0.002106044,0.001684835,0.001347868,0.001078294
